Word,Tag
anyaphashakar,MIXED
adi,MALAYALAM
like,ENGLISH
.,SYM
All,ENGLISH
Kerala,PLACE
mohanlal,NAME
fans,ENGLISH
nte,MALAYALAM
power,ENGLISH
onnu,MALAYALAM
kanichu,MALAYALAM
kodukklike,MALAYALAM
.,SYM
Adhikam,MALAYALAM
hype,ENGLISH
venda,MALAYALAM
.,SYM
Ithu,MALAYALAM
kidukkum,MALAYALAM
.,SYM
lalettan,NAME
fan,ENGLISH
lalettane,NAME
arum,MALAYALAM
pokendaa,MALAYALAM
director,ENGLISH
prithviannuu,MIXED
.,SYM
43k,NUMBER
dislikes,ENGLISH
bullshit,ENGLISH
mans,ENGLISH
.,SYM
Padam,MALAYALAM
1,NUMBER
st,OTHER
day,ENGLISH
kaanum,MALAYALAM
athu,MALAYALAM
urappu,MALAYALAM
.,SYM
masss,ENGLISH
effect,ENGLISH
.,SYM
من,OTHER
متى,OTHER
أعرفك,OTHER
اصلا,OTHER
حتى,OTHER
انساك,OTHER
.,SYM
Arudeyum,MALAYALAM
kaneer,MALAYALAM
oppan,MALAYALAM
vannadhalla,MALAYALAM
njn,MALAYALAM
Pakshe,MALAYALAM
karayikunnavarude,MALAYALAM
thala,MALAYALAM
njn,MALAYALAM
adichu,MALAYALAM
pwolikkum,MALAYALAM
call,OTHER
hand,OTHER
full,ENGLISH
full,ENGLISH
power,ENGLISH
.,SYM
Again,ENGLISH
Again,ENGLISH
Rajuvettan,NAME
Theertha,MALAYALAM
Ee,MALAYALAM
vismayam,MALAYALAM
kanaan,MALAYALAM
vanne,MALAYALAM
nokkunavarundoo,MALAYALAM
.,SYM
Costumes,ENGLISH
Irshad,NAME
khan,NAME
Cherukunnuijj,MALAYALAM
Poli,MALAYALAM
mutheeee,MALAYALAM
.,SYM
Ithenkilum,MALAYALAM
oru,MALAYALAM
HIT,ENGLISH
enkilum,MALAYALAM
aayaal,MALAYALAM
mathipadachone,MALAYALAM
adutha,MALAYALAM
PADAKKAM,MALAYALAM
aavalle,MALAYALAM
.,SYM
aaa,MALAYALAM
last,ENGLISH
bhakam,MALAYALAM
marana,MALAYALAM
mass,ENGLISH
mammookka,NAME
.,SYM
Happy,ENGLISH
Birthday,ENGLISH
Mammookka,NAME
.,SYM
mammokka,NAME
thug,ENGLISH
life,ENGLISH
mashup,ENGLISH
.,SYM
Big,ENGLISH
B,OTHER
2,NUMBER
pole,MALAYALAM
und,MALAYALAM
.,SYM
LALETTAAA,NAME
MUTHEE,MALAYALAM
POLICHU,MALAYALAM
.,SYM
Ee,MALAYALAM
pennu,MALAYALAM
evide,MALAYALAM
poyaalum,MALAYALAM
ithaanallo,MALAYALAM
avastha,MALAYALAM
.,SYM
Edhu,MALAYALAM
kondu,MALAYALAM
prethiraj,NAME
neruthiyal,MALAYALAM
Kollam,MALAYALAM
.,SYM
Ithipo,MALAYALAM
kadha,MALAYALAM
muzhuvan,MALAYALAM
undalo,MALAYALAM
ithilu,MALAYALAM
.,SYM
Mammotiyude,MIXED
look,ENGLISH
divasam,MALAYALAM
kudunthorum,MALAYALAM
kodi,MALAYALAM
varikayannallo,MALAYALAM
.,SYM
Last,ENGLISH
black,ENGLISH
dress,ENGLISH
sredhichavar,MALAYALAM
ivide,MALAYALAM
like,ENGLISH
.,SYM
Natural,ENGLISH
venam,MALAYALAM
polum,MALAYALAM
side,ENGLISH
lottu,MALAYALAM
maarinikke,MALAYALAM
anganullavar,MALAYALAM
korach,MALAYALAM
mass,ENGLISH
okke,MALAYALAM
nallaatha,MALAYALAM
.,SYM
Padam,MALAYALAM
pottum,MALAYALAM
ennu,MALAYALAM
urapulavarku,MALAYALAM
evide,MALAYALAM
like,ENGLISH
adikam,MALAYALAM
.,SYM
malayala,MALAYALAM
sinimakkoru,MIXED
puthiya,MALAYALAM
charithram,MALAYALAM
pirakkatte,MALAYALAM
.,SYM
Koora,MALAYALAM
padam,MALAYALAM
.,SYM
Superb,ENGLISH
trailer,ENGLISH
I,ENGLISH
ever,ENGLISH
seen,ENGLISH
.,SYM
3,NUMBER
millon,ENGLISH
views,ENGLISH
208,NUMBER
k,ENGLISH
likes,ENGLISH
.,SYM
Ennalum,MALAYALAM
ente,MALAYALAM
Idivettu,MALAYALAM
suguna,NAME
ninne,MALAYALAM
ithilu,MALAYALAM
kandillalo,MALAYALAM
.,SYM
Which,ENGLISH
trailer,ENGLISH
like,ENGLISH
1,NUMBER
Mamangam,OTHER
2,NUMBER
Panipat,MALAYALAM
.,SYM
133,NUMBER
140,NUMBER
mammuka,NAME
rocks,OTHER
sign,OTHER
horns,ENGLISH
.,SYM
Oru,MALAYALAM
mikacha,MALAYALAM
thriling,ENGLISH
movie,ENGLISH
aavum,MALAYALAM
.,SYM
Undakku,OTHER
shesham,MALAYALAM
mammookayude,MIXED
adutha,MALAYALAM
natural,ENGLISH
movie,ENGLISH
.,SYM
Jayasurya,NAME
chyuna,MALAYALAM
ella,MALAYALAM
characters,ENGLISH
um,MALAYALAM
pwoliya,MALAYALAM
Shaji,NAME
pappen,NAME
.,SYM
Mammukka,NAME
ningal,MALAYALAM
bharikkanam,MALAYALAM
Malayalam,MALAYALAM
Cinema,ENGLISH
iniyulla,MALAYALAM
kalavum,MALAYALAM
.,SYM
apol,MALAYALAM
ithu,MALAYALAM
payyanmare,MALAYALAM
padam,MALAYALAM
aano,MALAYALAM
rajuettan,NAME
ikka,NAME
onnum,MALAYALAM
main,ENGLISH
ayittu,MALAYALAM
ille,MALAYALAM
.,SYM
Ende,MALAYALAM
ammo,MALAYALAM
aa,MALAYALAM
mundu,MALAYALAM
madakki,MALAYALAM
vechulla,MALAYALAM
aa,MALAYALAM
chavitt,MALAYALAM
laletta,NAME
.,SYM
YouTube,ENGLISH
struck,ENGLISH
ayoooo,MALAYALAM
Views,ENGLISH
172,NUMBER
k,ENGLISH
Like,ENGLISH
162k,NUMBER
Unlike,ENGLISH
15k,ENGLISH
Laletaaaa,NAME
.,SYM
K,OTHER
G,OTHER
F,OTHER
DUBLE,ENGLISH
.,SYM
Trailer,ENGLISH
Ill,MALAYALAM
tannaayy,MALAYALAM
full,ENGLISH
story,ENGLISH
uondu,MALAYALAM
.,SYM
Oru,MALAYALAM
BIGB,OTHER
feel,ENGLISH
aiivaaaaa,MALAYALAM
Pwolichuu,MALAYALAM
.,SYM
Pinneyum,MALAYALAM
pinneyum,MALAYALAM
kaaaanunnavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
Lalatten,NAME
ishtam,MALAYALAM
.,SYM
Rajayude,MIXED
andhya,MALAYALAM
kurbana,MALAYALAM
chollan,MALAYALAM
avan,MALAYALAM
varunuu,MALAYALAM
LUCIFER,OTHER
.,SYM
Positive,ENGLISH
kittiyal,MALAYALAM
pinne,MALAYALAM
parayandallo,MALAYALAM
Ettan,NAME
fan,ENGLISH
aaya,MALAYALAM
njan,MALAYALAM
thanme,MALAYALAM
kannu,MALAYALAM
thalli,MALAYALAM
poi,MALAYALAM
bookings,ENGLISH
kandu,MALAYALAM
.,SYM
Annum,MALAYALAM
ennum,MALAYALAM
ennum,MALAYALAM
ikka,NAME
mass,ENGLISH
starstruck,OTHER
smiling,OTHER
face,OTHER
hearts,OTHER
.,SYM
vere,MALAYALAM
level,ENGLISH
trailer,ENGLISH
bgm,ENGLISH
gopi,NAME
sunder,NAME
musical,ENGLISH
.,SYM
Padam,MALAYALAM
irangiyittu,MALAYALAM
parayam,MALAYALAM
mass,ENGLISH
ano,MALAYALAM
class,ENGLISH
ano,MALAYALAM
ennu,MALAYALAM
Odiyan,OTHER
anubhavam,MALAYALAM
kondu,MALAYALAM
paranjatha,MALAYALAM
.,SYM
PASSING,ENGLISH
OF,ENGLISH
THE,ENGLISH
CROWN,ENGLISH
TRAILER,ENGLISH
1,NUMBER
KGF,OTHER
Malayalam,MALAYALAM
Ft,OTHER
Mohanlal,NAME
Nivin,NAME
Pauly,NAME
.,SYM
E,MALAYALAM
masathew,MALAYALAM
28,NUMBER
enna,MALAYALAM
date,ENGLISH
nalathekakan,MALAYALAM
pattuvoooo,MALAYALAM
pattillah,MALAYALAM
allewwait,OTHER
chaiyanmm,MALAYALAM
.,SYM
Jelli,MALAYALAM
kettinte,MALAYALAM
trailer,ENGLISH
bgm,ENGLISH
pole,MALAYALAM
ind,MALAYALAM
.,SYM
50,NUMBER
pathu,MALAYALAM
pravasham,MALAYALAM
kandavar,MALAYALAM
adi,MALAYALAM
like,ENGLISH
.,SYM
E,MALAYALAM
traileril,MIXED
ntha,MALAYALAM
chekutan,MALAYALAM
undo,MALAYALAM
.,SYM
one,ENGLISH
nov,ENGLISH
2,NUMBER
2k19,NUMBER
.,SYM
Adh,MALAYALAM
suraj,NAME
aanenn,MALAYALAM
sound,ENGLISH
kett,MALAYALAM
maathram,MALAYALAM
kandpidichavar,MALAYALAM
adi,MALAYALAM
like,ENGLISH
.,SYM
17,NUMBER
k,ENGLISH
view,ENGLISH
119,NUMBER
k,ENGLISH
like,ENGLISH
12,NUMBER
k,ENGLISH
dislike,ENGLISH
.,SYM
mallu,MALAYALAM
students,ENGLISH
canada,PLACE
arelum,MALAYALAM
like,ENGLISH
.,SYM
kalakki,MALAYALAM
Kalakki,MALAYALAM
Onnum,MALAYALAM
parayan,MALAYALAM
illa,MALAYALAM
.,SYM
Oru,MALAYALAM
saada,MALAYALAM
nalla,MALAYALAM
naatin,MALAYALAM
purathe,MALAYALAM
kadaathre,MALAYALAM
ulluaenike,MALAYALAM
ishtta,MALAYALAM
pettu,MALAYALAM
.,SYM
L,OTHER
U,OTHER
C,OTHER
I,OTHER
F,OTHER
E,OTHER
R,OTHER
.,SYM
Lucifer,OTHER
kaanan,MALAYALAM
povunnathinu,MALAYALAM
munpu,MALAYALAM
trailer,ENGLISH
kaanan,MALAYALAM
vannavar,MALAYALAM
aarokke,MALAYALAM
.,SYM
Vere,MALAYALAM
level,ENGLISH
making,ENGLISH
nd,ENGLISH
lalettan,NAME
awesome,ENGLISH
.,SYM
raja,NAME
solathu,OTHER
tha,OTHER
Saiva,OTHER
saivathu,OTHER
mattumtha,OTHER
Dollaikka,OTHER
fans,ENGLISH
.,SYM
M,OTHER
A,OTHER
M,OTHER
A,OTHER
N,OTHER
G,OTHER
A,OTHER
M,OTHER
.,SYM
Looks,ENGLISH
like,ENGLISH
2017,NUMBER
malyalam,MALAYALAM
movie,ENGLISH
Y,ENGLISH
And,ENGLISH
english,ENGLISH
movie,ENGLISH
Buried,ENGLISH
.,SYM
Next,ENGLISH
Week,ENGLISH
china,PLACE
povan,MALAYALAM
irikkana,MALAYALAM
njan,MALAYALAM
ithu,MALAYALAM
kandeche,MALAYALAM
njan,MALAYALAM
povathullu,MALAYALAM
.,SYM
Dislike,ENGLISH
adichavarodu,MALAYALAM
pucham,MALAYALAM
maathram,MALAYALAM
Lal,NAME
fansine,MIXED
uddeshichu,ENGLISH
maathramanennu,MALAYALAM
thettidarikallu,MALAYALAM
ketto,MALAYALAM
rolling,OTHER
floor,OTHER
laughing,OTHER
.,SYM
peter,NAME
hein,NAME
nte,MALAYALAM
stunt,ENGLISH
ella,MALAYALAM
cinema,ENGLISH
il,MALAYALAM
um,MALAYALAM
ore,MALAYALAM
pattern,ENGLISH
aanallo,MALAYALAM
.,SYM
Thuvanathumbikalile,OTHER
jayakrishnane,MIXED
orma,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Tovino,NAME
ishtam,MALAYALAM
Tovino,NAME
fans,ENGLISH
like,ENGLISH
adi,MALAYALAM
and,ENGLISH
support,ENGLISH
.,SYM
Ohoo,OTHER
mamooka,NAME
powlikum,MALAYALAM
ee,MALAYALAM
jati,MALAYALAM
tralier,ENGLISH
making,ENGLISH
kiduwee,MALAYALAM
.,SYM
Kalabahavan,NAME
shajon,NAME
laleetane,MIXED
chathikkum,MALAYALAM
athe,MALAYALAM
urappa,MALAYALAM
trailer,ENGLISH
kandappo,MALAYALAM
manasilayii,MALAYALAM
.,SYM
Chicking,ENGLISH
ile,MALAYALAM
freezer,ENGLISH
il,MALAYALAM
poyi,MALAYALAM
nokkiya,MALAYALAM
mathi,MALAYALAM
aale,MALAYALAM
kittum,MALAYALAM
.,SYM
Onnum,MALAYALAM
parayanilla,MALAYALAM
Vere,MALAYALAM
leval,ENGLISH
movie,ENGLISH
ayirikkum,MALAYALAM
.,SYM
Cinema,ENGLISH
kand,MALAYALAM
kazhinjitt,MALAYALAM
trailer,ENGLISH
kanan,MALAYALAM
vannavarkk,MALAYALAM
ivde,MALAYALAM
like,ENGLISH
adichittu,MALAYALAM
pokam,MALAYALAM
.,SYM
Lufier,OTHER
trailer,ENGLISH
kandu,MALAYALAM
odiyan,OTHER
kandavar,MALAYALAM
undo,MALAYALAM
.,SYM
Raju,NAME
ettaaaa,NAME
ningal,MALAYALAM
Vera,MALAYALAM
level,ENGLISH
.,SYM
Ithoru,MALAYALAM
onnonnara,MALAYALAM
ITEM,ENGLISH
avumenn,MALAYALAM
urappullavar,MALAYALAM
LIKE,ENGLISH
ADI,MALAYALAM
lalettan,NAME
.,SYM
Late,ENGLISH
aayi,MALAYALAM
vannalum,MALAYALAM
latest,ENGLISH
aayi,MALAYALAM
varuvenne,OTHER
.,SYM
Woow,ENGLISH
woww,ENGLISH
wow,ENGLISH
.,SYM
Lokal,ENGLISH
poyi,MALAYALAM
Madhura,OTHER
raja,NAME
teaser,ENGLISH
kanada,MALAYALAM
.,SYM
Oru,MALAYALAM
marana,MALAYALAM
mass,ENGLISH
chitramaavatte,MALAYALAM
laleeta,NAME
lucifer,OTHER
.,SYM
Kuru,MALAYALAM
potti,MALAYALAM
olikknna,MALAYALAM
1k,NUMBER
poojappura,MALAYALAM
fans,ENGLISH
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
.,SYM
adiyum,MALAYALAM
bahalavumillathe,MALAYALAM
swasthamayi,MALAYALAM
kandirikkan,MALAYALAM
pattunna,MALAYALAM
oru,MALAYALAM
nalla,MALAYALAM
cinema,ENGLISH
.,SYM
17,NUMBER
K,NUMBER
views,ENGLISH
102,NUMBER
K,NUMBER
like,ENGLISH
10K,NUMBER
dislike,ENGLISH
.,SYM
Mohanlal,NAME
prithvi,NAME
fans,ENGLISH
like,ENGLISH
adik,MALAYALAM
lucifer,OTHER
bamber,MALAYALAM
hit,ENGLISH
akum,MALAYALAM
.,SYM
Jayasurya,NAME
mass,ENGLISH
long,ENGLISH
timepodi,OTHER
pooram,MALAYALAM
.,SYM
Mammukka,NAME
ningalau,MALAYALAM
muthhaaa,MALAYALAM
oru,MALAYALAM
rakshayilaaa,MALAYALAM
kikiduuu,MALAYALAM
.,SYM
Ettante,MIXED
lucifer,OTHER
100,NUMBER
cr,ENGLISH
club,ENGLISH
kadakumm,MALAYALAM
enn,MALAYALAM
parayunnavar,MALAYALAM
like,ENGLISH
adicheee,MALAYALAM
.,SYM
Laalettan,NAME
fans,ENGLISH
hit,ENGLISH
likes,ENGLISH
.,SYM
Kure,MALAYALAM
per,MALAYALAM
dislike,ENGLISH
adich,MALAYALAM
kuru,MALAYALAM
pottikkunnund,MALAYALAM
.,SYM
Dislike,ENGLISH
adechath,MALAYALAM
alla,MALAYALAM
punnara,MALAYALAM
makkalum,MALAYALAM
anta,MALAYALAM
veral,MALAYALAM
namaskaram,MALAYALAM
.,SYM
Jagapathi,NAME
Babu,NAME
Telugu,OTHER
fan,ENGLISH
.,SYM
2n,NUMBER
part,ENGLISH
kuch,OTHER
related,ENGLISH
kahani,OTHER
nxt,ENGLISH
hota,OTHER
acha,OTHER
lagta,OTHER
fans,ENGLISH
ko,OTHER
.,SYM
Fight,ENGLISH
dialoge,ENGLISH
bgm,ENGLISH
oru,MALAYALAM
rakshayum,MALAYALAM
illa,MALAYALAM
.,SYM
3,NUMBER
million,ENGLISH
ettanum,MALAYALAM
pillerum,MALAYALAM
.,SYM
Ithu,MALAYALAM
rajayude,MIXED
3,NUMBER
strong,ENGLISH
Alla,MALAYALAM
ettande,MALAYALAM
Lucifer,OTHER
.,SYM
E,MALAYALAM
padathinte,MALAYALAM
making,ENGLISH
ushar,MALAYALAM
aanenu,MALAYALAM
thonunu,MALAYALAM
Trailer,ENGLISH
kanditt,MALAYALAM
padam,MALAYALAM
kandathokem,MALAYALAM
thallipoli,MALAYALAM
aayirnu,MALAYALAM
But,ENGLISH
trailer,ENGLISH
pwolichu,MALAYALAM
.,SYM
Samyuktha,NAME
vendayirunnu,MALAYALAM
Aishu,NAME
pwoli,MALAYALAM
ann,MALAYALAM
.,SYM
Trailer,ENGLISH
erangiyilla,MALAYALAM
adhinu,MALAYALAM
munpe,MALAYALAM
pedich,MALAYALAM
thoori,MALAYALAM
dislike,ENGLISH
adikunna,MALAYALAM
mammunnyolikal,MALAYALAM
.,SYM
Dislike,ENGLISH
adikunna,MALAYALAM
mandanmar,MALAYALAM
ariyunnilla,MALAYALAM
ithu,MALAYALAM
open,ENGLISH
akkiyal,MALAYALAM
views,ENGLISH
nte,MALAYALAM
ennam,MALAYALAM
koodum,MALAYALAM
ennu,MALAYALAM
.,SYM
JAI,OTHER
LUCIFER,OTHER
JAI,OTHER
LALETTAN,NAME
JAI,OTHER
PRITHWI,NAME
.,SYM
Nalla,MALAYALAM
punch,ENGLISH
ulla,MALAYALAM
trailer,ENGLISH
mamooka,NAME
Jai,OTHER
anusree,NAME
shamna,NAME
ellarkum,MALAYALAM
bst,ENGLISH
luck,ENGLISH
.,SYM
MAMMOKKENTE,MIXED
BIG,ENGLISH
B2BILAL,OTHER
veranam,MALAYALAM
ennu,MALAYALAM
agraham,MALAYALAM
ullavar,MALAYALAM
undoo,MALAYALAM
.,SYM
